Time On Sample,Displacement Into Surface,Load On Sample,Harmonic Contact Stiffness,Harmonic Displacement,Harmonic Load
123.3,248.5725478,10.40311198,498494.0182,1.806784088,836.5075892
123.4,249.2779006,10.40305804,499216.1321,1.80809154,838.2250979
123.5,248.9891328,10.40307916,498794.0669,1.811577825,839.2222351
123.6,249.4131229,10.40304646,498810.5363,1.813756824,840.2041364
123.7,249.2502825,10.40305807,498780.6893,1.816371545,841.2110841
123.8,249.5778529,10.40303265,499329.683,1.818114743,842.749856
123.9,249.2857603,10.40305402,499817.2633,1.81811471,843.4374965
124,249.826119,10.40301254,502109.3641,1.815064246,845.4426984
124.1,249.3216536,10.40304994,503671.6522,1.81288524,846.7188093
124.2,249.7323444,10.40301825,504032.2049,1.814192658,847.7497492
124.3,249.4747467,10.40303701,503621.3648,1.818986316,849.219848
124.4,250.1165124,10.40298787,503300.748,1.82203692,850.1189347
124.5,249.7554298,10.40301445,503617.4701,1.823344248,851.1574809
124.6,250.34857,10.40296898,503321.0508,1.826394847,852.093617
124.7,250.1030248,10.40298684,502371.1007,1.831842191,853.1441527
124.8,250.5664972,10.40295116,501559.5926,1.836853829,854.179455
124.9,250.1530487,10.40298169,500290.6984,1.842519048,854.8300379
125,250.6389635,10.40294432,499188.235,1.848184374,855.7792477
125.1,250.4715515,10.40295627,497883.9913,1.853849622,856.3666332
125.2,250.9840649,10.40291689,497441.0492,1.856900212,857.067376
125.3,250.5124321,10.40295182,497877.8641,1.858207526,858.3467559
125.4,250.9006804,10.40292182,498406.3115,1.858207574,859.1924344
125.5,250.6671877,10.40293876,498669.7043,1.859079126,860.0402726
125.6,251.0088885,10.40291228,499726.2565,1.858207589,861.374168
125.7,250.7487973,10.40293123,500948.1866,1.85602861,862.3397011
125.8,251.2750256,10.40289081,502205.4915,1.853849725,863.3684666
125.9,250.8906692,10.40291915,503715.5839,1.851234942,864.5432327
126,251.3824025,10.40288134,504822.2056,1.849927632,865.6689858
126.1,251.048334,10.40290588,505224.4131,1.850363383,866.5963749
126.2,251.4756489,10.40287293,504401.9931,1.855157123,867.7515509
126.3,251.2118172,10.40289216,503455.2293,1.85951499,868.3770739
126.4,251.9213262,10.40283791,502290.8239,1.864744554,868.9764751
126.5,251.3237658,10.40288234,501668.5116,1.868230801,869.6390387
126.6,251.9933769,10.4028311,501165.3316,1.872152991,870.6667204
126.7,251.5371213,10.40286486,500937.8628,1.874331886,871.3129418
126.8,251.8214691,10.40284271,500588.336,1.876946661,871.963544
126.9,251.6877209,10.40285212,500316.5249,1.879561384,872.7252989
127,252.3826838,10.40279897,500733.9675,1.879997259,873.5132283
127.1,251.9530267,10.40283072,501533.8793,1.879125629,874.2880459
127.2,252.1991391,10.40281145,503423.1996,1.876075131,875.6241162
127.3,252.1360433,10.40281553,505230.0816,1.872153016,876.5951072
127.4,252.1386127,10.40281466,507215.3163,1.86779512,877.6587218
127.5,252.2691876,10.40280411,508819.0977,1.864744608,878.6787627
127.6,252.5036631,10.40278572,510157.6889,1.863437267,880.058422
127.7,252.4147999,10.40279175,510261.5936,1.864744627,880.8092794
127.8,252.5129578,10.40278365,510836.4811,1.86474464,881.6745614
127.9,252.5313201,10.40278158,511138.5313,1.865616223,882.5376673
128,252.7125985,10.40276721,510846.3496,1.868230985,883.3495529
128.1,252.5048731,10.40278221,510561.7577,1.87128149,884.4447734
128.2,252.9571242,10.40274738,510756.3897,1.872153125,885.1803837
128.3,252.5582217,10.40277681,511111.5058,1.872588868,885.9344985
128.4,253.0162913,10.40274154,511628.5531,1.873460504,887.0678777
128.5,252.7171334,10.40276344,511982.9219,1.873896259,887.8110975
128.6,253.1843462,10.40272748,513240.6418,1.871717367,888.7428696
128.7,252.9392166,10.40274531,515033.6655,1.86866681,890.1116227
128.8,253.2659558,10.40271995,515842.3749,1.86779527,890.9583848
128.9,252.9393681,10.40274393,517196.6477,1.865616283,892.0296283
129,253.3533838,10.40271198,518434.6319,1.863873175,893.0987061
129.1,252.9129211,10.40274455,520069.3839,1.860822594,894.1579572
129.2,253.4241878,10.40270527,521234.4367,1.859079497,895.1616537
129.3,253.0651831,10.40273169,521555.7134,1.860386825,896.412709
129.4,253.5033038,10.40269792,521283.7312,1.862565827,897.1439597
129.5,252.9522908,10.40273884,521159.6773,1.864308922,897.9362073
129.6,253.453583,10.40270031,520919.5641,1.866923722,899.059783
129.7,253.3597327,10.40270671,520424.1321,1.869538451,899.6319162
129.8,253.800347,10.40267276,520145.8784,1.871717454,900.3544499
129.9,253.4213933,10.40270068,519061.9093,1.876511098,901.0050357
130,253.9708955,10.40265851,518410.7088,1.879997485,901.6556482
130.1,253.4165577,10.40269968,516473.3261,1.887841636,902.3727053
130.136,253.8563255,10.40266623,515812.7244,1.890456429,902.5525304
130.8,253.9509947,10.33818669,1.7977E+308,1.947980709,0
130.9,254.0083758,10.28619147,1.7977E+308,1.964540732,0
131,253.7349373,10.23422123,1.7977E+308,1.963233327,0
131.1,253.628571,10.18223837,1.7977E+308,1.937957502,0
131.2,253.596182,10.13024993,1.7977E+308,1.897429042,0
131.3,253.4399434,10.07827084,1.7977E+308,1.836418443,0
131.4,253.2828737,10.02629182,1.7977E+308,1.746645716,0
131.5,253.1440904,9.974311409,1.7977E+308,1.646414036,0
131.6,253.0759596,9.922325667,1.7977E+308,1.525264452,0
131.7,252.8656927,9.870350657,1.7977E+308,1.393220111,0
131.8,252.615528,9.81837866,1.7977E+308,1.191013607,0
131.9,252.6005943,9.766388901,1.7977E+308,0.973554481,0
132,252.567374,9.714400524,1.7977E+308,0.79183012,0
132.1,252.3679128,9.662424698,1.7977E+308,0.632766824,0
132.2,252.2075183,9.610445922,1.7977E+308,0.480676171,0
132.3,251.9714841,9.558472858,1.7977E+308,0.34993922,0
132.4,252.2499656,9.506460946,1.7977E+308,0.247528618,0
132.5,252.0039569,9.454488634,1.7977E+308,0.156884333,0
132.6,251.91089,9.402504775,1.7977E+308,0.09325902,0
132.7,251.7130912,9.350528824,1.7977E+308,0.051423197,0
132.8,251.7713034,9.298533543,1.7977E+308,0.054037936,0
132.9,251.7862931,9.246541525,1.7977E+308,0.056216885,0
133,251.3682251,9.194582205,1.7977E+308,0.060138992,0
133.1,251.4646727,9.142584037,1.7977E+308,0.057524253,0
133.2,251.1687918,9.090615491,1.7977E+308,0.051858985,0
133.3,250.9568626,9.038640607,1.7977E+308,0.044886348,0
133.4,250.9527345,8.986650033,1.7977E+308,0.03965687,0
133.5,250.9735426,8.934657576,1.7977E+308,0.034427393,0
133.6,250.7549637,8.882683194,1.7977E+308,0.026147387,0
133.7,250.9536495,8.830677306,1.7977E+308,0.017867381,0
133.8,250.76915,8.778700351,1.7977E+308,0.009587375,0
133.9,250.3618877,8.726740215,1.7977E+308,0.003050528,0
134,250.4259184,8.674744494,1.7977E+308,0.005665267,0
134.1,250.4990924,8.622748083,1.7977E+308,0.014381062,0
134.2,250.258071,8.570775396,1.7977E+308,0.021353698,0
134.3,250.0893644,8.518797248,1.7977E+308,0.027454755,0
134.4,250.104354,8.46680523,1.7977E+308,0.033991601,0
134.5,249.9489467,8.414826078,1.7977E+308,0.037477919,0
134.6,249.7070941,8.362853453,1.7977E+308,0.038785288,0
134.7,249.5683109,8.310873046,1.7977E+308,0.039221077,0
134.8,249.6198735,8.258878267,1.7977E+308,0.039656867,0
134.9,249.4220747,8.206902315,1.7977E+308,0.038349497,0
135,249.4245963,8.154911239,1.7977E+308,0.035734759,0
135.1,249.3248797,8.102927882,1.7977E+308,0.032248441,0
135.2,249.0398045,8.050958521,1.7977E+308,0.028762122,0
135.3,248.8179008,7.998984389,1.7977E+308,0.024840014,0
135.4,249.1071879,7.946971661,1.7977E+308,0.021353697,0
135.5,248.6517158,7.895015165,1.7977E+308,0.019610537,0
135.6,248.8387647,7.843010156,1.7977E+308,0.020046327,0
135.7,248.6974879,7.791029937,1.7977E+308,0.020046327,0
135.8,248.5387558,7.739051036,1.7977E+308,0.020482117,0
135.9,248.4764434,7.687064855,1.7977E+308,0.023096855,0
136,248.2736574,7.635089281,1.7977E+308,0.027018962,0
136.1,248.1772656,7.583105673,1.7977E+308,0.030941069,0
136.2,247.931257,7.531133361,1.7977E+308,0.037477914,0
136.3,247.9504027,7.47914103,1.7977E+308,0.041835811,0
136.4,247.6462098,7.427173112,1.7977E+308,0.044450549,0
136.5,247.9670827,7.375157999,1.7977E+308,0.045322129,0
136.6,247.8648724,7.32317483,1.7977E+308,0.047501077,0
136.7,247.4908584,7.271212184,1.7977E+308,0.049244235,0
136.8,247.7286108,7.219203347,1.7977E+308,0.050551605,0
136.9,247.3171925,7.167243525,1.7977E+308,0.050115814,0
137,247.4876174,7.115239771,1.7977E+308,0.048372655,0
137.1,246.9540121,7.063289174,1.7977E+308,0.044886336,0
137.2,246.9739889,7.01129678,1.7977E+308,0.038785281,0
137.3,246.9141701,6.959310411,1.7977E+308,0.033555805,0
137.4,246.8526889,6.907324167,1.7977E+308,0.031376856,0
137.5,246.6100052,6.855351605,1.7977E+308,0.028326328,0
137.6,246.6690486,6.803356261,1.7977E+308,0.023968432,0
137.7,246.2626176,6.751396062,1.7977E+308,0.017867376,0
137.8,246.3948071,6.699395195,1.7977E+308,0.011766321,0
137.9,246.240231,6.647415981,1.7977E+308,0.006536845,0
138,246.0449259,6.595439841,1.7977E+308,0.003050528,0
138.1,245.9094675,6.543459183,1.7977E+308,0.00043579,0
138.2,245.8779097,6.49147068,1.7977E+308,0.001743159,0
138.3,245.8151817,6.43948453,1.7977E+308,0.004793686,0
138.4,245.8035728,6.38749452,1.7977E+308,0.006101055,0
138.5,245.5608891,6.335521958,1.7977E+308,0.004793686,0
138.6,245.2961784,6.283551059,1.7977E+308,0.00043579,0
138.7,245.5729974,6.231539272,1.7977E+308,0.00588316,0
138.8,245.2596613,6.179572044,1.7977E+308,0.01176632,0
138.9,245.1217093,6.127591574,1.7977E+308,0.015252637,0
139,245.0992948,6.075602381,1.7977E+308,0.016560006,0
139.1,245.0311639,6.023616639,1.7977E+308,0.016560006,0
139.2,244.7980391,5.971643355,1.7977E+308,0.015688426,0
139.3,244.5266788,5.919672958,1.7977E+308,0.015252636,0
139.4,244.4651976,5.867686714,1.7977E+308,0.012637898,0
139.5,244.4311462,5.815698399,1.7977E+308,0.012202109,0
139.6,244.2898694,5.76371818,1.7977E+308,0.017867374,0
139.7,244.3958759,5.711719291,1.7977E+308,0.02680106,0
139.8,244.1053979,5.659750337,1.7977E+308,0.034863167,0
139.9,243.9233921,5.607773193,1.7977E+308,0.04227159,0
140,243.8423777,5.555788424,1.7977E+308,0.046193696,0
140.1,243.646657,5.503812316,1.7977E+308,0.047936854,0
140.2,243.6741147,5.451819357,1.7977E+308,0.048808433,0
140.3,243.514967,5.399840487,1.7977E+308,0.050115801,0
140.4,243.4642915,5.347853428,1.7977E+308,0.048808432,0
140.5,243.2727268,5.295877006,1.7977E+308,0.044450536,0
140.6,243.27982,5.243885584,1.7977E+308,0.04009264,0
140.7,243.1406212,5.191905209,1.7977E+308,0.03551685,0
140.8,242.9997601,5.139924958,1.7977E+308,0.030941059,0
140.9,242.9220704,5.087939938,1.7977E+308,0.026147374,0
141,242.6810491,5.03596725,1.7977E+308,0.023532636,0
141.1,242.4138449,4.98399654,1.7977E+308,0.022661056,0
141.2,242.4171977,4.9320054,1.7977E+308,0.020917898,0
141.3,242.2942074,4.880023801,1.7977E+308,0.01917474,0
141.4,242.4130975,4.828023938,1.7977E+308,0.017431582,0
141.5,242.2614307,4.776044504,1.7977E+308,0.015688424,0
141.6,242.0133442,4.724072349,1.7977E+308,0.013945265,0
141.7,241.8828731,4.672091315,1.7977E+308,0.012637896,0
141.8,241.7947934,4.620107079,1.7977E+308,0.008715791,0
141.9,241.7952369,4.56811616,1.7977E+308,0.004357895,0
142,241.7404054,4.516129414,1.7977E+308,0.001307369,0
142.1,241.5259827,4.464154718,1.7977E+308,0.004793685,0
142.2,241.1407475,4.412192919,1.7977E+308,0.00871579,0
142.3,241.2475852,4.360193966,1.7977E+308,0.012202106,0
142.4,241.3303179,4.308196833,1.7977E+308,0.01372737,0
142.5,240.9575508,4.256234093,1.7977E+308,0.014816843,0
142.6,241.0938962,4.204232912,1.7977E+308,0.014381054,0
142.7,240.7514681,4.152267881,1.7977E+308,0.014381053,0
142.8,240.6064509,4.100287945,1.7977E+308,0.012637895,0
142.9,240.3192978,4.04831874,1.7977E+308,0.010894737,0
143,240.4111738,3.996320917,1.7977E+308,0.012202106,0
143.1,240.2761311,3.944340228,1.7977E+308,0.013945264,0
143.2,239.8867399,3.892378742,1.7977E+308,0.015252632,0
143.3,239.8227652,3.840392687,1.7977E+308,0.016995789,0
143.4,239.7641932,3.788406223,1.7977E+308,0.017867368,0
143.5,239.7729488,3.736414676,1.7977E+308,0.01612421,0
143.6,239.6678294,3.684431727,1.7977E+308,0.014381052,0
143.7,239.430133,3.632458789,1.7977E+308,0.012637894,0
143.8,239.3004931,3.580477691,1.7977E+308,0.011766315,0
143.9,239.3636926,3.528482033,1.7977E+308,0.009151579,0
144,239.1430358,3.476507808,1.7977E+308,0.00828,0
144.1,239.0345917,3.42452511,1.7977E+308,0.012202105,0
144.2,238.6352261,3.372564378,1.7977E+308,0.020699998,0
144.3,238.5758229,3.320577977,1.7977E+308,0.028326314,0
144.4,238.5633828,3.268588031,1.7977E+308,0.035734734,0
144.5,238.4171189,3.216608188,1.7977E+308,0.040528417,0
144.6,238.242594,3.16463048,1.7977E+308,0.044014732,0
144.7,238.1270846,3.112648315,1.7977E+308,0.046193679,0
144.8,238.0257056,3.060665084,1.7977E+308,0.0453221,0
144.9,237.6782903,3.008700429,1.7977E+308,0.044014731,0
145,237.6966874,2.956188252,1.7977E+308,0.041835784,0
145.1,237.4207556,2.9042182,1.7977E+308,0.036170521,0
145.2,237.679288,2.852207794,1.7977E+308,0.031376838,0
145.3,237.316911,2.800244269,1.7977E+308,0.026147364,0
145.4,236.9404036,2.748281811,1.7977E+308,0.020917891,0
145.5,236.8705277,2.696816103,1.7977E+308,0.018303154,0
145.6,236.8946606,2.644823395,1.7977E+308,0.020046312,0
145.7,236.68855,2.592848072,1.7977E+308,0.023968416,0
145.8,236.8830796,2.540842498,1.7977E+308,0.030505257,0
145.9,236.5090658,2.488879852,1.7977E+308,0.03529894,0
146,236.2081979,2.436911682,1.7977E+308,0.038349465,0
146.1,236.3237632,2.384912071,1.7977E+308,0.044450516,0
146.2,235.8059512,2.332960282,1.7977E+308,0.050551566,0
146.3,235.9589206,2.280957846,1.7977E+308,0.051858935,0
146.4,235.6680272,2.228988924,1.7977E+308,0.052294723,0
146.5,235.500152,2.177010713,1.7977E+308,0.050115776,0
146.6,235.4652694,2.125022461,1.7977E+308,0.04706525,0
146.7,235.2466907,2.073048079,1.7977E+308,0.042271567,0
146.8,235.1403245,2.021065224,1.7977E+308,0.037913673,0
146.9,234.7172698,1.969106281,1.7977E+308,0.034427357,0
147,234.6341773,1.917121669,1.7977E+308,0.0326842,0
147.1,234.486251,1.865141952,1.7977E+308,0.027018938,0
147.2,234.3990025,1.813157653,1.7977E+308,0.022661045,0
147.3,234.0673802,1.761191806,1.7977E+308,0.019610519,0
147.4,234.1796206,1.709192446,1.7977E+308,0.018303151,0
147.5,234.0898786,1.657208336,1.7977E+308,0.01917473,0
147.6,233.8712999,1.605233954,1.7977E+308,0.019610519,0
147.7,233.6493965,1.553259822,1.7977E+308,0.023532622,0
147.8,233.6128514,1.501271696,1.7977E+308,0.027018937,0
147.9,233.5039917,1.449289029,1.7977E+308,0.030505251,0
148,233.0019726,1.397336048,1.7977E+308,0.033119986,0
148.1,233.0053253,1.345344909,1.7977E+308,0.034427353,0
148.2,232.6238308,1.293382827,1.7977E+308,0.035298931,0
148.3,232.7668258,1.241381145,1.7977E+308,0.034427353,0
148.4,232.6122498,1.18940193,1.7977E+308,0.032248406,0
148.5,232.3762159,1.137428866,1.7977E+308,0.030069459,0
148.6,232.078673,1.085460445,1.7977E+308,0.02963367,0
148.68,232.0564191,1.043869417,1.7977E+308,0.031376827,0
223.8,231.8510327,0.987741111,1.7977E+308,0.008279999,0
223.9,231.4429395,0.935781038,1.7977E+308,0.011766315,0
224,231.1545397,0.883811928,1.7977E+308,0.013509472,0
224.1,231.2634553,0.831812818,1.7977E+308,0.016124209,0
224.2,231.0523575,0.779837871,1.7977E+308,0.017431577,0
224.3,230.7473336,0.727870016,1.7977E+308,0.018303155,0
224.4,230.5711463,0.675892433,1.7977E+308,0.020482102,0
224.5,230.4240511,0.623912653,1.7977E+308,0.020046313,0
224.6,230.0824543,0.571947559,1.7977E+308,0.019174733,0
224.7,229.9769193,0.519964642,1.7977E+308,0.017867365,0
224.8,229.7658214,0.467989695,1.7977E+308,0.015688418,0
224.9,229.4632912,0.416021651,1.7977E+308,0.013509471,0
225,229.4250837,0.36403365,1.7977E+308,0.012637892,0
225.1,228.9770928,0.312076589,1.7977E+308,0.012637891,0
225.2,228.8541026,0.26009499,1.7977E+308,0.011766313,0
225.3,228.4676208,0.208133285,1.7977E+308,0.01307368,0
225.4,228.1368296,0.156167375,1.7977E+308,0.01307368,0
225.5,227.6348104,0.104214394,1.7977E+308,0.01307368,0
225.6,227.249991,0.052252563,1.7977E+308,0.010458944,0
225.692,226.7721411,0.004457028,1.7977E+308,0.006972629,0
